cluster,lang,mapped_product,predict_product,product_name,question,subproduct_id,subproduct_name,verification
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Автосалоннан жаңа авто несиесінде қандай өтеу әдістері бар?,27,Avto_avtosalon,0
Others,kaz,Credits,Avtokredit,Кредиты,Автосалонда жаңа автокөлікті несиеге алу үшін қандай валюта қолданылады?,27,Avto_avtosalon,0
Ipoteka,kaz,Credits,Ipoteka,Кредиты,#ҮҚШ Ипотека бойынша пәтер құнына қандай шектеулер бар?,22,Ipoteka_DDU,0
Ipoteka,kaz,Credits,Ipoteka,Кредиты,#Ипотека бойынша жер учаскесіне қандай меншік құқығы болуы тиіс?,21,Ipoteka,0
Cards,kaz,Cards,Cards,Карты,#bccpay карталарында қандай төлем жүйесі бар? Сізде Visa Platinum карталары бар ма?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасын ашуға қандай құжаттар қажет?,6,TravelCard,1
Ipoteka,kaz,Credits,Zalogovoe,Кредиты,Кепілмен несие алу үшін мүлік қандай құқықтарға ие болуы керек?,31,Zalog_nedvizhimosti,0
Transfers,kaz,Credits,Ipoteka,Кредиты,7-20-25 бағдарламасы бойынша жас шектеулері қандай?,32,_7_20_25,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Автосалон арқылы жүрілген авто несиесі үшін жылына КАСКО тарифінің мөлшері қандай?,23,Avtokredit_probeg_avtosalon,0
Cards,kaz,Cards,Cards,Карты,#TravelCard бойынша кэшбэк қашан түседі?,6,TravelCard,1
Others,kaz,BCC_KZ,Cards,BСС.KZ,Карта бойынша хабарламалар неге келмейді және оларды қалай баптауға болады?,1223,BCC_KZ_Common,0
Cards,kaz,Cards,Cards,Карты,"""Private+"" Қызметтер пакеті қандай қызметтерді ұсынады?",1233,Pakety_uslug,1
Others,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несиелер кезінде титулдық сақтандыру не үшін керек?,31,Zalog_nedvizhimosti,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,"""Автосалон арқылы жүрілген автокөлік"" бағдарламасы бойынша сақтандыру төлемін төлеу тәртібі қандай?",23,Avtokredit_probeg_avtosalon,0
Cards,kaz,Cards,Cards,Карты,#TravelCard картасын SWIFT жүйесі арқылы толықтыруға болады ма?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасымен тегін кіру шарттарына сәйкес келмейтін жағдайларда бизнес-залға кіру қанша тұрады?,6,TravelCard,1
Transfers,kaz,Credits,Ipoteka,Кредиты,7-20-25 өңдеу ақысы қандай?,32,_7_20_25,0
Deposits,kaz,Credits,Zalogovoe,Кредиты,"Жылжымайтын мүлікті кепілге қойып, қосымша несиені қалай алуға болады?",31,Zalog_nedvizhimosti,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Жеке тұлғалардан жүрілген автокөлік несиенің бастапқы жарнасы қандай?,24,Avtokredit_probeg_fl,0
Cards,kaz,Cards,Cards,Карты,"#TravelCard/#IronCard картасына (дирхам, юань, фунт) шоттарын тіркей аламын ба?",6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасымен бизнес-залдарға қанша рет тегін кіруге болады?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасымен отбасылық сақтандырудың қандай артықшылықтары бар?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,ЦентрКредит Банкінің бөлімшелерінде #TravelCard картасын толтырудың қандай тәсілдері бар?,6,TravelCard,1
Transfers,kaz,BCC_KZ,BCC_KZ,BСС.KZ,Банк ЦентрКредит Egov арқылы сұрататын жеке деректер қалай пайдаланылады?,1223,BCC_KZ_Common,1
Transfers,kaz,Savings,Savings,Сбережения,BCC.KZ қосымшасы арқылы алтын құймаларына қалай тапсырыс беруге болады?,18,Gold,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасымен жаһандық сақтандыру қалай жұмыс істейді?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасы бойынша DragonPass арқылы бизнес-залдарға қалай кіруге болады?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасын қандай тәсілдермен толықтыруға болады?,6,TravelCard,1
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеу бойынша сақтандырудың төлеу тәртібі қандай?,26,Lgotnoe_avtokredit,0
Others,kaz,Credits,Ipoteka,Кредиты,Бастапқы төлемді ипотеканы сатушыға қашан беріледі?,21,Ipoteka,0
Transfers,kaz,BCC_KZ,Credits,BСС.KZ,Клиенттің келісімінсіз Egov арқылы жеке деректерді сұрау қалай жүзеге асырылады?,1223,BCC_KZ_Common,0
Cards,kaz,Cards,Cards,Карты,#TravelCard картасымен сатып алулар қалай сақтандырылады?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,Шетел азаматтары үшін #TravelCard картасының жарамдылық мерзімі қандай?,6,TravelCard,1
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеу үшін автокөліктің максималды құны қандай?,26,Lgotnoe_avtokredit,0
Others,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несие бойынша сақтандыруды төлеу қанша уақытты алады?,31,Zalog_nedvizhimosti,0
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесие бойынша сақтандыруды мерзімінен бұрын тоқтату ережелері қандай?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несие бойынша сақтандыруға электр тоғының соғу қаупі қосыла ма?,31,Zalog_nedvizhimosti,0
Cards,kaz,Transfers,Transfers,Переводы,"Western Union арқылы Қазақстаннан ТМД елдеріне, Грузияға және Украинаға ақша аударымдарын жіберу қалай жүзеге асырылады?",14,WesternUnion,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасын ЦентрКредит Банкінің депозит шотынан қалай толтыруға болады?,6,TravelCard,1
Others,kaz,Credits,Avtokredit,Кредиты,Жеңілдікті автокөлік несиесі үшін кірісті тексеру қажет пе?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Credits,Ipoteka,Кредиты,Онлайн Ипотека алу үшін жас шектеулері қандай?,28,Online_ipoteka,0
Cards,kaz,Credits,Ipoteka,Кредиты,Онлайн ипотекада пәтерлерге арналған қабырға материалдары бойынша талаптар қандай?,28,Online_ipoteka,0
Cards,kaz,Cards,Cards,Карты,Басқа банктің картасымен #TravelCard картасын толтыру мүмкін бе?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,BCC.KZ қосымшасында #TravelCard картасын бұғаттау үшін не істеу керек?,6,TravelCard,1
Others,kaz,Credits,Zalogovoe,Кредиты,Депозит кепілімен берілетін несиені қайтару әдістері қандай?,30,Zalog_deposit,0
Cards,kaz,Transfers,Transfers,Переводы,Western Union аударымын бөлімшеден жібергеннен кейін қандай өзгерістер енгізуге болады?,14,WesternUnion,1
Cards,kaz,Credits,Credits,Кредиты,BI тауарлық несиесіндегі СЖТМ көрсеткіші қандай?,34,Credit_BI,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасы бойынша максималды сақтандыру лимиті қандай?,6,TravelCard,1
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеу үшін жас талаптары қандай?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несиені алу кезінде кепілдік мүлік сақтандырумен қалай қорғалады?,31,Zalog_nedvizhimosti,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеу кезінде КАСКО ресімдеу қажет пе?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеуге қандай құжаттар керек?,26,Lgotnoe_avtokredit,0
Others,kaz,BCC_KZ,BCC_KZ,BСС.KZ,Аккаунтымды қосымшадан біржола қалай өшіремін?,1223,BCC_KZ_Common,1
Cards,kaz,Cards,Cards,Карты,#TravelCard арқылы DragonPass бизнес-залдарына тегін кіру шарттары қандай?,6,TravelCard,1
Cards,kaz,Cards,Cards,Карты,#TravelCard картасымен қандай спорттық сақтандыру ұсынылады?,6,TravelCard,1
Ipoteka,kaz,Credits,Ipoteka,Кредиты,ДДУ Ипотекасына өтінім беру үшін қандай құжаттар қажет?,22,Ipoteka_DDU,0
Deposits,kaz,Credits,Ipoteka,Кредиты,Қандай ипотеканы онлайн алуға болады?,28,Online_ipoteka,0
Others,kaz,Credits,Ipoteka,Кредиты,7-20-25 бағдарламасы бойынша несие қандай валютада беріледі?,32,_7_20_25,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Жеке тұлғалардан жүрілген автокөлікті несиеге алу үшін қандай құжаттар қажет?,24,Avtokredit_probeg_fl,0
Cards,kaz,Cards,Cards,Карты,#TravelCard картасын BCC.KZ жүйесінде қалай бұғаттауға болады?,6,TravelCard,1
Deposits,kaz,Credits,Avtokredit,Кредиты,Жеңілдікті автокөлік несиесіне қалай кезекке тұруға болады?,26,Lgotnoe_avtokredit,0
Cards,kaz,Cards,Cards,Карты,#DragonCard картасынан ҚР басқа банкіне аударым жасау үшін қандай комиссиялар бар?,52,DragonCard,1
Others,kaz,Credits,Ipoteka,Кредиты,Алғашқы жарнасыз ипотека алуға болады ма?,147,Credits_Common,0
Others,kaz,BCC_KZ,BCC_KZ,BСС.KZ,Неліктен сіздердің қосымшада скриншот жасауға болмайды?,1223,BCC_KZ_Common,1
Cards,kaz,Cards,Cards,Карты,Lounge Key-ге кіре аламын ба?,2,Cards_Common,1
Ipoteka,kaz,Credits,Zalogovoe,Кредиты,Кепілмен несие алу үшін тұрғын үйді қанша уақыт иелену керек?,31,Zalog_nedvizhimosti,0
Others,kaz,Credits,Avtokredit,Кредиты,Автосалонда жаңа автокөлікті несиеге алу үшін қандай жас шектеулері бар?,27,Avto_avtosalon,0
Others,kaz,Credits,Zalogovoe,Кредиты,Ақша кепілімен берілетін несие ақшасын неге жұмсауға болады?,29,Zaklad_deneg,0
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша сатып алулар мен интернеттегі төлемдерге лимиттер қандай?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша Қазақстанда теңгемен сатып алулар үшін қанша пайыз кешбэк аламын?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасын шығару құны қандай?,52,DragonCard,1
Ipoteka,kaz,Credits,Ipoteka,Кредиты,Құрылыс материалдарының қандай түрі онлайн ипотека бойынша кепілге қабылданбайды?,28,Online_ipoteka,0
Others,kaz,Credits,Credits,Кредиты,Қолма-қол ақшалай несиені мерзімінен бұрын төлеуге бола ма?,25,Kredit_nalichnymi,1
Ipoteka,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несие бойынша сақтандыруды төлеуден бас тарту мәселесі қалай шешіледі?,31,Zalog_nedvizhimosti,0
Cards,kaz,Cards,Cards,Карты,Мен картадан комиссиясыз қанша ақша шешіп ала аламын?,2,Cards_Common,1
BCC_KZ,kaz,BCC_KZ,BCC_KZ,BСС.KZ,BCC.KZ қосымшасында қалай тіркелуге болады?,1223,BCC_KZ_Common,1
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеудің пайыздық мөлшерлемесі қандай?,26,Lgotnoe_avtokredit,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Зейнеткерлер автосалон арқылы жүрілген автокөлікті несиеге ала алады ма?,23,Avtokredit_probeg_avtosalon,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Зейнеткерлер жеке тұлғадан жүрілген автокөлікті несиеге ала алады ма?,24,Avtokredit_probeg_fl,0
Ipoteka,kaz,Credits,Ipoteka,Кредиты,#Ипотека бойынша қарыздың ең жоғары сомасы қандай?,21,Ipoteka,0
Cards,kaz,Cards,Transfers,Карты,Басқа банкке аударым үшін комиссия,2,Cards_Common,0
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша картадан картаға аударымдар лимиттері қандай?,52,DragonCard,1
Transfers,kaz,BCC_KZ,BCC_KZ,BСС.KZ,Құжаттарды қосымша арқылы жаңартуға бола ма?,1223,BCC_KZ_Common,1
Cards,kaz,Transfers,Transfers,Переводы,Western Union арқылы QUICK PAY төлемінің максималды төлем сомасы қандай?,14,WesternUnion,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасын Алматыда шығару қанша уақыт алады?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,«Comfort» Қызметтер пакеті бойынша #bccpay картасынан комиссиясыз аударым лимиттері қандай?,1233,Pakety_uslug,1
Cards,kaz,Transfers,Transfers,Переводы,Western Union арқылы мәтіндік хабарламаны қалай жіберуге болады?,14,WesternUnion,1
Cards,kaz,Cards,Cards,Карты,#BlackEdition картасы бойынша AirbaFresh сатып алулары үшін кешбэкті қалай алуға болады?,0,BlackEdition,1
Deposits,kaz,Deposits,Deposits,Депозиты,Баланың депозитін қамқоршы қалай басқара алады?,10,Deposits_Common,1
Ipoteka,kaz,Deposits,Deposits,Депозиты,Депозит бойынша салық сомасы қанша?,10,Deposits_Common,1
Cards,kaz,Transfers,Transfers,Переводы,Western Union аударымы қаншалықты тез келеді?,14,WesternUnion,1
Deposits,kaz,Deposits,Deposits,Депозиты,Рақмет депозитін қалай ашуға болады?,11,Rakhmet,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша Қазақстанда теңгемен сатып алулар үшін айына максималды қанша кешбэк ала аламын?,52,DragonCard,1
Deposits,kaz,Credits,Credits,Кредиты,Несиені қалай төлеуге болады?,147,Credits_Common,1
Others,kaz,Credits,Credits,Кредиты,"Несие алып едім, 14 күн өтпеді, бас тарта аламын ба?",147,Credits_Common,1
BCC_KZ,kaz,Credits,Ipoteka,Кредиты,7-20-25 кадастрлық нөмірді қайдан алуға болады?,32,_7_20_25,0
Others,kaz,Savings,Savings,Сбережения,Металл шот не үшін қажет?,51,Metal,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасымен банкомат арқылы шетел банкіне картаға аударымдар қалай жүргізіледі?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,Қызметтер пакетін сынама мерзімінде өшірсе не болады?,1233,Pakety_uslug,1
Ipoteka,kaz,Credits,Ipoteka,Кредиты,#ҰҚШ Ипотека бойынша несиенің кепілі қандай?,22,Ipoteka_DDU,0
Ipoteka,kaz,Deposits,Deposits,Депозиты,"""Рахмет"" депозитінің түрі қандай?",11,Rakhmet,1
Others,kaz,Cards,Cards,Карты,Қалған қаражатымды қайда және қалай алуға болады?,2,Cards_Common,1
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автокөлік несиесі не үшін қажет?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеудің бастапқы минималды  жарна қандай?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Credits,Ipoteka,Кредиты,7-20-25 бойынша қандай меншік нысандарына  рұқсат етілген,32,_7_20_25,0
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Жеке тұлғалардан жүрілген автокөлік несиесін сақтандыру шарттары қандай?,24,Avtokredit_probeg_fl,0
Others,kaz,Credits,Credits,Кредиты,Қолма-қол ақшалай несие бойынша несиелендіру мерзімі?,25,Kredit_nalichnymi,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы Қытайда сатып алулар жасаған кезде қандай артықшылықтар береді?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша IBAN нөмірі арқылы банкаралық аударымдар лимиттері қандай?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,Қызметтер пакеті бойынша тегіндік критерийлерін орындамағанда не болады?,1233,Pakety_uslug,1
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Жеке тұлғалардан жүрілген автокөлікті несиеге алу үшін әскери қызметкерлерге қандай құжаттар қажет?,24,Avtokredit_probeg_fl,0
Others,kaz,Transfers,Transfers,Переводы,Қандай халықаралық аударымдар түрлері бар?,150,Transfers_Common,1
Ipoteka,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автонесиелеудің сақтандыру мерзімі қандай?,26,Lgotnoe_avtokredit,0
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша BCC.KZ арқылы Beeline ұялы операторының шотын толтыруға лимиттер қандай?,52,DragonCard,1
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Автосалоннан жаңа автокөлік несиесін сақтандыру қандай жағдайларды қамтиды?,27,Avto_avtosalon,0
Others,kaz,Credits,Zalogovoe,Кредиты,Ақша кепілімен берілетін несие бойынша алуға болатын ең көп сома қандай?,29,Zaklad_deneg,0
Others,kaz,Credits,Avtokredit,Кредиты,"ҚР-да тұруға ықтиярхат бар болса, автонесие алуға бола ма?",147,Credits_Common,0
Ipoteka,kaz,Credits,Credits,Кредиты,Қолма-қол несиеге өтінішті қарау қанша уақыт алады?,25,Kredit_nalichnymi,1
Others,kaz,Deposits,Deposits,Депозиты,"Егер мен ""Рахмет"" депозитін қайта ресімдегім келмесе не істеуім керек?",11,Rakhmet,1
Cards,kaz,Transfers,Transfers,Переводы,Western Union аударымының комиссиясын кім төлейді?,14,WesternUnion,1
Cards,kaz,Credits,Ipoteka,Кредиты,#ҰҚШ Ипотека үшін қанша кепілгер болуы мүмкін?,22,Ipoteka_DDU,0
Others,kaz,Credits,Credits,Кредиты,Несиені есептейтін калькулятор бар ма?,25,Kredit_nalichnymi,1
Avtokredit,kaz,Credits,Avtokredit,Кредиты,Автосалондар арқылы жүрілген автокөлік несиесі бойынша сақтандыру қаншалықты жиі жаңартылады?,23,Avtokredit_probeg_avtosalon,0
Others,kaz,Credits,Ipoteka,Кредиты,Бастапқы нарықта Ипотека арқылы баспана қалай төленеді?,21,Ipoteka,0
Cards,kaz,Transfers,Transfers,Переводы,Western union аударымдары қалай жұмыс істейді?,14,WesternUnion,1
Deposits,kaz,Credits,Avtokredit,Кредиты,Жеңілдетілген автокөлік несиесін қалай жабуға болады?,26,Lgotnoe_avtokredit,0
Ipoteka,kaz,Deposits,Deposits,Депозиты,"""Рахмет"" депозиті мен ""Чемпион"" депозитінің айырмашылықтары қандай?",11,Rakhmet,1
Cards,kaz,Cards,Cards,Карты,ҚР-да тұру ықтиярхаты жоқ шетелдіктер үшін #DragonCard картасының жарамдылық мерзімі қандай?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша Қазақстан Республикасындағы банкоматтардан қолма-қол ақша алу лимиттері қандай?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,Банкоматтарда #DragonCard картасымен комиссиясыз ақшаны шешудің минималды сомасы қандай?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша Қазақстан Республикасынан тыс жерлерде банкоматтардан қолма-қол ақша алу лимиттері қандай?,52,DragonCard,1
Others,kaz,Cards,Cards,Карты,"Менің картам енді жаңартылмайтыны және жабылатыны туралы PUSH алдым, менің өтінішімсіз картаны қандай негізде жабасыз?",2,Cards_Common,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасын банк бөлімшесі арқылы жабу мерзімі қандай?,52,DragonCard,1
Others,kaz,Cards,Cards,Карты,"Менің картамның жарамдық мерзімі әлі аяқталған жоқ, неге Банк картаның мерзімі аяқталғанға дейін шотты жабады?",2,Cards_Common,1
Ipoteka,kaz,Deposits,Deposits,Депозиты,"Еуромен ашылған ""Чемпион"" депозиті бойынша пайыздық мөлшерлемелер қандай?",9,Champion,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша Қытайда юаньмен сатып алулар үшін айына максималды қанша кешбэк ала аламын?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,BCC.KZ-те #DragonCard картасы бойынша QIWI әмияны арқылы төлем жасау лимиттері қандай?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша айына кешбэктің максималды сомасы қанша?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы Қазақстанда сатып алулар жасаған кезде қандай кэшбэк ұсынады?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,СМС арқылы #DragonCard картасына PIN кодты қалай орнатуға болады?,52,DragonCard,1
Others,kaz,Transfers,Transfers,Переводы,Қазақстаннан Ресейге қалай ақша жіберемін?,150,Transfers_Common,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы бойынша телефон нөмірі бойынша аударымдарға лимиттер қандай?,52,DragonCard,1
Cards,kaz,Transfers,Transfers,Переводы,Western Union аударымын банк бөлімшесінде қалай жіберуге болады?,14,WesternUnion,1
Ipoteka,kaz,Credits,Ipoteka,Кредиты,7-20-25 онлайн кезегінің шарттары қандай?,32,_7_20_25,0
Cards,kaz,Transfers,Transfers,Переводы,BCC.KZ мобильді қосымшасында Western Union арқылы мерзімді аударымды қалай жіберуге болады?,14,WesternUnion,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасымен өз шоттар арасындағы аударымдар комиссиясы қандай?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасы бойынша ҚР-да тұру ықтиярхаты жоқ шетелдіктер үшін картаның жарамдылық мерзімі қандай?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,"""Comfort"" Қызметтер пакеті бойынша #bccpay картасынан комиссиясыз қолма-қол ақша алу лимиті қандай?",1233,Pakety_uslug,1
Cards,kaz,Cards,Cards,Карты,#DragonCard картасы үшін қосымша карталар бар ма?,52,DragonCard,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасы бойынша қанша сүйікті санатты таңдауға болады?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасын қалай толықтыруға болады?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасы арқылы Beeline мобильді операторын толықтыру лимиті қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Transfers,Карты,"""Private+"" Қызметтер пакеті аясында Банк бөлімшесінде Swift аударымдары не ұсынады?",1233,Pakety_uslug,0
Cards,kaz,Cards,Cards,Карты,#GoldCard картасына PIN-кодты BCC.KZ арқылы қалай орнатуға болады?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасын WeChat-қа қалай тіркеуге болады?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасын жабу мерзімі қандай?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,ЦентрКредит Банкінде #GoldCard картасын толтырудың қандай жолдары бар?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасын ЦентрКредит банкінің банкоматтарында толтырғанда комиссия бола ма?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасына PIN-кодты SMS арқылы қалай орнатуға болады?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,"""Comfort"" Қызметтер пакеті аясында сақтандыру қызметтеріне қандай жеңілдік бар?",1233,Pakety_uslug,1
Transfers,kaz,Credits,Ipoteka,Кредиты,Онлайн ипотекаға өтініш бергеннен кейін бастапқы жарна қашан аударылады?,28,Online_ipoteka,0
Cards,kaz,Cards,Cards,Карты,"""Private"" Қызметтер пакеті бойынша #TravelCard карталарының шарттары қандай?",1233,Pakety_uslug,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасын BCC.KZ жүйесінде қалай бұғаттауға болады?,44,GoldCard,1
Ipoteka,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несие бойынша сақтандыруды қалай ресімдейсіздер?,31,Zalog_nedvizhimosti,0
Cards,kaz,Cards,Cards,Карты,18 жастан асқан адамдарға #bccpay картасын қалай рәсімдеуге болады?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасы бойынша сатып алуларға лимиттер қандай?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,BCC.KZ жүйесінде #bccpay картасын қалай бұғаттауға болады?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay (2.0) картасымен BCC.KZ мобильді қосымшасы арқылы QIWI кошелекпен сатып алу лимиті қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,"""Private+"" Қызметтер пакетінің артықшылықтары қандай?",1233,Pakety_uslug,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасы бойынша календарлық ай үшін бонус шотына аударылатын кэшбэк мөлшері қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,BCC.KZ жүйесінде #GoldCard картасымен Beeline мобильді операторына төлем жасаудың лимиттері қандай?,44,GoldCard,1
Others,kaz,Deposits,Deposits,Депозиты,Рақмет депозитін ашу үшін қандай құжаттар қажет?,11,Rakhmet,1
Cards,kaz,Deposits,Deposits,Депозиты,Ата-ана баланың депозитін басқара ала ма?,10,Deposits_Common,1
Cards,kaz,Cards,Cards,Карты,#bccpay (2.0) картасымен сатып алу лимиті қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасынан банкомат арқылы шетелдік банк картасына аудару үшін комиссия қанша тұрады?,44,GoldCard,1
Deposits,kaz,Transfers,Transfers,Переводы,Аударым бойынша түбіртекті қайдан алуға болады?,150,Transfers_Common,1
Cards,kaz,Cards,Cards,Карты,#Картакарта картасына PIN-кодты BCC.KZ жүйесі арқылы қалай орнатуға болады?,4,CardCard,1
Others,kaz,Transfers,Transfers,Переводы,Қандай халықаралық аударымдар бар?,150,Transfers_Common,1
Others,kaz,Credits,Ipoteka,Кредиты,7-20-25 бағдарламасына несие тарихына қойылатын талаптар бар ма?,32,_7_20_25,0
Others,kaz,Cards,Cards,Карты,"Карта бір жылдан артық пайдаланылмаса, карта шотына не болады",2,Cards_Common,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасын қай жерде қолдануға болады?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay (2.0) картасын рәсімдеу үшін жас мөлшері қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay (2.0) картасын ашу қанша тұрады?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay (2.0) картасынан банк кассасынан алу лимиті қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасының жарамдылық мерзімі қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,Карта #bccpay бойынша кэшбэк шарттары қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#bccpay картасының қайта шығару шарттары қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасынан интернет арқылы басқа банк картасына аударымдар комиссиясы қанша?,44,GoldCard,1
Others,kaz,Credits,Zalogovoe,Кредиты,Жылжымайтын мүлік кепілімен берілетін несие бойынша сақтандыру қалай беріледі?,31,Zalog_nedvizhimosti,0
Cards,kaz,Cards,Cards,Карты,#bccpay цифрлық картасын қолдануға болады ма?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасынан банктің кассасында қолма-қол ақша алудың лимиттері қандай?,44,GoldCard,1
Cards,kaz,Cards,Cards,Карты,Карта #bccpay (2.0) бойынша банкомат арқылы аударымдар мен төлемдер комиссиялары қандай?,54,bccpay_2_0,1
Cards,kaz,Cards,Cards,Карты,#GoldCard картасымен банкоматтардан қолма-қол ақшаны алу құны қанша?,44,GoldCard,1
